FormName,FormFreq,Username,The people I work with have excellent knowledge of autism,"I feel that if a new person was to join the team and they disclosed they were autistic, they would be well supported and understood by others",I feel that the management of the team are constantly improving their knowledge about autism,It is easy to find information within the organisation about supporting autistic employees,There are established pathways for autistic people to seek advice and support for managing their daily work activities,The organisation has been proactive in making adjustments and providing autism awareness training for employees,I think the organisation performs better than other organisations in the sector in terms of quality of support for autistic employees,Date,ID
Autistica - Organisational Culture,30,32500162,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,01/09/2019,2006
Autistica - Organisational Culture,30,90705766,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,01/09/2019,2007
Autistica - Organisational Culture,30,46465154,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,01/09/2019,2008
Autistica - Organisational Culture,30,36480781,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,01/09/2019,2009
Autistica - Organisational Culture,30,86004302,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,01/09/2019,2010
Autistica - Organisational Culture,30,74046800,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,01/09/2019,2011
Autistica - Organisational Culture,30,67512682,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,01/09/2019,2012
Autistica - Organisational Culture,30,87436666,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,01/09/2019,2013
Autistica - Organisational Culture,30,28755653,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,01/09/2019,2014
Autistica - Organisational Culture,30,66722819,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,01/09/2019,2015
Autistica - Organisational Culture,30,65438804,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,01/09/2019,2016
Autistica - Organisational Culture,30,15938146,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,01/09/2019,2017
Autistica - Organisational Culture,30,37603401,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,01/09/2019,2018
Autistica - Organisational Culture,30,23337145,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,01/09/2019,2019
Autistica - Organisational Culture,30,99599196,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,01/09/2019,2020
Autistica - Organisational Culture,30,25718877,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,01/09/2019,2021
Autistica - Organisational Culture,30,97909632,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,01/09/2019,2022
Autistica - Organisational Culture,30,40268226,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,01/09/2019,2023
Autistica - Organisational Culture,30,63985686,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,01/09/2019,2024
Autistica - Organisational Culture,30,63237915,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,01/09/2019,2025
Autistica - Organisational Culture,30,50544037,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,01/09/2019,2026
Autistica - Organisational Culture,30,14286843,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,01/09/2019,2027
Autistica - Organisational Culture,30,53175760,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,01/09/2019,2028
Autistica - Organisational Culture,30,56361261,Somewhat disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,01/09/2019,2029
Autistica - Organisational Culture,30,66411825,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,01/09/2019,2030
Autistica - Organisational Culture,30,34060153,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,01/09/2019,2031
Autistica - Organisational Culture,30,11168511,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,01/09/2019,2032
Autistica - Organisational Culture,30,85920205,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,01/09/2019,2033
Autistica - Organisational Culture,30,83766303,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,01/09/2019,2034
Autistica - Organisational Culture,30,64793738,Somewhat disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,01/09/2019,2035
Autistica - Organisational Culture,30,59096037,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,01/09/2019,2036
Autistica - Organisational Culture,30,77773077,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,01/09/2019,2037
Autistica - Organisational Culture,30,47375033,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,01/09/2019,2038
Autistica - Organisational Culture,30,39847852,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,01/09/2019,2039
Autistica - Organisational Culture,30,68971632,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,01/09/2019,2040
Autistica - Organisational Culture,30,22090963,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,01/09/2019,2041
Autistica - Organisational Culture,30,60377624,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,01/09/2019,2042
Autistica - Organisational Culture,30,30738880,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,01/09/2019,2043
Autistica - Organisational Culture,30,86589369,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,01/09/2019,2044
Autistica - Organisational Culture,30,66155821,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,01/09/2019,2045
Autistica - Organisational Culture,30,61677296,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,01/09/2019,2046
Autistica - Organisational Culture,30,56419454,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,01/09/2019,2047
Autistica - Organisational Culture,30,86397034,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,01/09/2019,2048
Autistica - Organisational Culture,30,41455969,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,01/09/2019,2049
Autistica - Organisational Culture,30,23394144,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,01/09/2019,2050
Autistica - Organisational Culture,30,21326904,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,01/09/2019,2051
Autistica - Organisational Culture,30,44980497,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,01/09/2019,2052
Autistica - Organisational Culture,30,38982647,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,01/09/2019,2053
Autistica - Organisational Culture,30,80484260,Somewhat disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,01/09/2019,2054
Autistica - Organisational Culture,30,24052776,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,01/09/2019,2055
Autistica - Organisational Culture,30,70538701,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,01/09/2019,2056
Autistica - Organisational Culture,30,89804580,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,01/09/2019,2057
Autistica - Organisational Culture,30,17191527,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,01/09/2019,2058
Autistica - Organisational Culture,30,12248148,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,01/09/2019,2059
Autistica - Organisational Culture,30,14567809,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,01/09/2019,2060
Autistica - Organisational Culture,30,53779464,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,01/09/2019,2061
Autistica - Organisational Culture,30,97777931,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,01/09/2019,2062
Autistica - Organisational Culture,30,99713717,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,01/09/2019,2063
Autistica - Organisational Culture,30,93466703,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,01/09/2019,2064
Autistica - Organisational Culture,30,37419497,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,01/09/2019,2065
Autistica - Organisational Culture,30,35358065,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,01/09/2019,2066
Autistica - Organisational Culture,30,86131995,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,01/09/2019,2067
Autistica - Organisational Culture,30,57180656,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,01/09/2019,2068
Autistica - Organisational Culture,30,62929404,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,01/09/2019,2069
Autistica - Organisational Culture,30,30901982,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,01/09/2019,2070
Autistica - Organisational Culture,30,93085379,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,01/09/2019,2071
Autistica - Organisational Culture,30,77431644,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,01/09/2019,2072
Autistica - Organisational Culture,30,67013133,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,01/09/2019,2073
Autistica - Organisational Culture,30,13838301,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,01/09/2019,2074
Autistica - Organisational Culture,30,66718298,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,01/09/2019,2075
Autistica - Organisational Culture,30,24641611,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,01/09/2019,2076
Autistica - Organisational Culture,30,67388864,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,01/09/2019,2077
Autistica - Organisational Culture,30,25055544,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,01/09/2019,2078
Autistica - Organisational Culture,30,24503298,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,01/09/2019,2079
Autistica - Organisational Culture,30,43928283,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,01/09/2019,2080
Autistica - Organisational Culture,30,19630284,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,01/09/2019,2081
Autistica - Organisational Culture,30,87042105,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,01/09/2019,2082
Autistica - Organisational Culture,30,71593024,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,01/09/2019,2083
Autistica - Organisational Culture,30,31866214,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,01/09/2019,2084
Autistica - Organisational Culture,30,97162166,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,01/09/2019,2085
Autistica - Organisational Culture,30,41273901,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,01/09/2019,2086
Autistica - Organisational Culture,30,43440948,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,01/09/2019,2087
Autistica - Organisational Culture,30,77705205,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,01/09/2019,2088
Autistica - Organisational Culture,30,58358243,Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,01/09/2019,2089
